hotel_name,review_text,vader_compound,vader_label,sentiwordnet,afinn_score
İnci Apart,lack shampoo drinking water room experience really unreasonable demand cash say cash price agree upon room small expect toilet clean location central,0.2782,positive,"{'positivity': 1.5, 'negativity': 1.0, 'objectivity': 18.5}",0.0
Gökova Şemkin Apart,şemkin apart spent day everything nice comfortable home like comfort house design entrance house entrance car could make low could touch ground car close ground hospitality sincere put vacuum clean house say number miss everything nice except add last thing add saturday public bazaar establish like liked definitely visit everyone good happy holiday aparta,0.9851,positive,"{'positivity': 5.375, 'negativity': 2.25, 'objectivity': 39.375}",24.0
Gökova Şemkin Apart,stayed overnight begin august stay begin august place people comfortable home air condition internet kitchen utensil available dishwasher house newly build location calm easy transportation everywhere thank mert hospitality hope see,0.9169,positive,"{'positivity': 2.25, 'negativity': 1.125, 'objectivity': 26.625}",9.0
Gökova Şemkin Apart,şemkin apart night day stay accommodation comfortable home would like convey thank mert technological tool provide convenience inside room kitchen big picture would like see,0.8689,positive,"{'positivity': 1.875, 'negativity': 0.875, 'objectivity': 18.25}",9.0
Gökova Şemkin Apart,easily reach place pleasant peaceful holiday nature,0.8934,positive,"{'positivity': 1.875, 'negativity': 0.125, 'objectivity': 5.0}",6.0
Gökova Şemkin Apart,hesitate stay maybe region choice make night stay region come region comfortable much home peaceful nature garden aesthetically furnish house operator mert knowledgeable culture understanding helpful thank morning run regularly home near market place bakery market around center akyaka,0.8658,positive,"{'positivity': 2.0, 'negativity': 1.0, 'objectivity': 34.0}",6.0
Gökova Şemkin Apart,spent day şemkin apart nice everything comfortable home comfort home design like house entrance could make little low car entrance six touch ground car close ground hospitality good friendly also put vacuum clean house say number miss everything great lastly add public market hold saturday really like definitely visit soon aparta nice happy holiday everyone,0.9878,positive,"{'positivity': 4.75, 'negativity': 2.5, 'objectivity': 41.75}",25.0
Gökova Şemkin Apart,stayed night begin august place one feel comfortable home air condition internet kitchen utensil include dishwasher house newly build location quiet easy reach everywhere would like thank mert hospitality hope see,0.9217,positive,"{'positivity': 2.0, 'negativity': 1.125, 'objectivity': 25.875}",10.0
Gökova Şemkin Apart,stay şemkin apart night day must say felt comfortable home time first room kitchen large picture technological device inside provide convenience would like thank mert hope see,0.8807,positive,"{'positivity': 1.75, 'negativity': 0.875, 'objectivity': 21.375}",8.0
Gökova Şemkin Apart,place pleasant peaceful holiday surround nature easily reach every place visit car,0.8934,positive,"{'positivity': 1.875, 'negativity': 0.125, 'objectivity': 10.0}",6.0
Gökova Şemkin Apart,not hesitate stay maybe might best choice make region like stay night area time first time felt comfortable like home peaceful aesthetically furnish house nature manager mert knowledgeable culture understanding person helpful thank regularly run morning house stay market place bakery market nearby also around akyaka centre,0.9675,positive,"{'positivity': 2.75, 'negativity': 2.0, 'objectivity': 40.25}",13.0
Palmiye Apart Otel,honeymoon stop akyaka stay palmiye apart hotel hygiene cleanliness order complete tool equipment nice allow complete holiday complete way enjoy unique view viewpoint azmak river enjoy unique view azmak river air nature location incredible place like fact relate extra interested kıraç warm blood smile face way fall undecided perfect place highly recommend return return arrange room place family right behind recommend thank kıraç,0.9819,positive,"{'positivity': 5.5, 'negativity': 0.875, 'objectivity': 50.625}",22.0
Palmiye Apart Otel,family business decent beautiful environment run wife wife family run wife wife mascot cute dog name leke not like animal definitely love leke room clean feel hygiene enter hygiene pool small pool small şeniz constantly clean maintain help place go guide garden want barbecue garden want barbecue burn fire leave ready entrance smile face tattoo entrance sister neglect clean location apartment location within walk distance everywhere car say friendly people nice day family thank thank see,0.9809,positive,"{'positivity': 6.375, 'negativity': 2.75, 'objectivity': 63.875}",26.0
Palmiye Apart Otel,clean hygiene satisfy balcony apartment azmak view balcony wonderful thank operator şeniz bey help matter,0.9287,positive,"{'positivity': 2.5, 'negativity': 0.25, 'objectivity': 10.25}",11.0
Palmiye Apart Otel,lack hygiene term hygiene rent apartment difference hotel room wash machine dishwasher price performance insufficient would recommend,0.0516,positive,"{'positivity': 1.875, 'negativity': 1.75, 'objectivity': 12.375}",-2.0
Palmiye Apart Otel,think choice want feel home without throw man soon get vehicle without take care baggage help take plus course advantage close proximity pilage short short location room operation cleanliness perfect cleanliness wish see summer fate,0.8304,positive,"{'positivity': 3.125, 'negativity': 0.375, 'objectivity': 28.5}",11.0
Palmiye Apart Otel,clean peaceful place service owner employee good best choice want go vacation,0.9231,positive,"{'positivity': 1.0, 'negativity': 0.25, 'objectivity': 10.75}",11.0
Palmiye Apart Otel,second honeymoon stop akyaka stay palmiye apart hotel nice hygiene cleanliness order complete equipment enable complete holiday completely apart hotel stay right viewpoint azmak river enjoy unique view nature location air incredible place like attentive attentive kıraç take care begin warm blood smile face happen road undecided perfect place highly recommend return work immediately arrange room family place recommend thank much kıraç,0.9763,positive,"{'positivity': 6.625, 'negativity': 1.375, 'objectivity': 49.0}",19.0
Palmiye Apart Otel,family business decent nice environment run şeniz wife mine mascot cute dog name leke even not like animal definitely love leke room clean already feel hygiene enter pool small work constantly clean maintain şeniz help give direction place visit barbecue garden whenever want light fire leave ready kıraç entrance welcome smile face tattoo sister neglect cleanliness apart location locate bazaar within walk distance everywhere say smile people nice day family thank see,0.9727,positive,"{'positivity': 6.0, 'negativity': 1.875, 'objectivity': 58.125}",23.0
Palmiye Apart Otel,pleased cleanliness hygiene view river balcony apartment wonderful thank much manager şeniz help everything,0.8957,positive,"{'positivity': 3.0, 'negativity': 0.125, 'objectivity': 8.875}",11.0
Palmiye Apart Otel,place lack hygiene rent apartment different hotel room wash machine price insufficient term performance recommend,0.0516,positive,"{'positivity': 1.625, 'negativity': 1.125, 'objectivity': 12.25}",-2.0
Uğurevler Apart,operator concerned warm people clean decent peaceful place home washing machine dishwasher variety kitchen utensil available garden large separate seating barbecue possibility satisfy would definitely recommend,0.9325,positive,"{'positivity': 2.75, 'negativity': 0.125, 'objectivity': 22.125}",5.0
Uğurevler Apart,stay family day family take care wife wife thing afraid air condition cold night cold night need cool time inside house thank,0.7906,positive,"{'positivity': 0.375, 'negativity': 1.25, 'objectivity': 20.375}",3.0
Uğurevler Apart,türkan teacher uğur brother rare beautiful people know conversation interest smile face kindness organic fruit garden treat nice brew tea thank everything thank everything thank accommodation place feel home feel home,0.9732,positive,"{'positivity': 3.125, 'negativity': 0.375, 'objectivity': 23.5}",17.0
Uğurevler Apart,clean decent place hatice lady family warm blood home washing machine refrigerator tv kitchen utensil cover clothes take clothes behave home see next,0.5574,positive,"{'positivity': 1.125, 'negativity': 0.0, 'objectivity': 20.875}",3.0
Uğurevler Apart,not stay go saw fully furnish house place ula sea price worth decide whether worth,0.4215,positive,"{'positivity': 0.0, 'negativity': 0.625, 'objectivity': 12.375}",4.0
Uğurevler Apart,operator care warm people clean decent peaceful place like home laundry dishwasher kind kitchen utensil everything garden large separate seating barbecue opportunity please would definitely recommend,0.9756,positive,"{'positivity': 3.125, 'negativity': 0.125, 'objectivity': 20.75}",16.0
Uğurevler Apart,stay family day suitable place family türkan husband take care everything afraid air condition even get cold night always cool inside house everything need inside thank everything,0.7906,positive,"{'positivity': 0.5, 'negativity': 1.125, 'objectivity': 21.375}",5.0
Uğurevler Apart,teacher türkan brother uğur rare beautiful people meet pleasant conversation interest smile face cordiality treat organic fruit garden nice brew tea countless thank everything uğurevler apart clean place choose accommodation feel like home,0.9747,positive,"{'positivity': 3.0, 'negativity': 0.75, 'objectivity': 25.25}",18.0
Uğurevler Apart,clean decent place hatice family friendly everything home wash machine refrigerator tv kitchen supply cover take clothes treat like home see next,0.8779,positive,"{'positivity': 1.125, 'negativity': 0.0, 'objectivity': 18.875}",6.0
Uğurevler Apart,not stay go saw fully furnish house location sea price decide whether worth,0.2263,positive,"{'positivity': 0.0, 'negativity': 0.625, 'objectivity': 11.375}",2.0
Mevsim Apart - Akyaka Apart,pro walk distance beach fact apartment side street provide silence night migros şok away double air condition apartment hot cold water adjustment sufficient balcony large spacious person comfortable enough accommodation fly problem window close mosquito net case con take breakfast get expectation take breakfast bread breakfast cold bread pogaca attendant friend call mt ask room number learn soup water breakfast expect breakfast expect breakfast kitchen apartment dish soap kitchen hand soap bathroom shampoo bathroom shampoo give apartment request solution offer encounter employee work apartment immediately turn head continue work difficult hear good morning welcome good evening difficult hear internet shoot force upper floor upper floor weak apartment owner murat brain obviously love job difficult indicate employee,0.8957,positive,"{'positivity': 5.875, 'negativity': 6.625, 'objectivity': 99.5}",8.0
Mevsim Apart - Akyaka Apart,last time person son daughter fun old male cousin location apartment beautiful meet expectation literally recommend,0.8658,positive,"{'positivity': 1.125, 'negativity': 0.125, 'objectivity': 14.75}",9.0
Mevsim Apart - Akyaka Apart,peaceful quiet apart room facility available room close beach within walk distance perfect location provide need fingertip,0.7845,positive,"{'positivity': 1.25, 'negativity': 0.125, 'objectivity': 15.625}",5.0
Mevsim Apart - Akyaka Apart,home comfortable,0.5106,positive,"{'positivity': 0.0, 'negativity': 0.75, 'objectivity': 1.25}",2.0
Mevsim Apart - Akyaka Apart,nice accommodation nice location,0.6808,positive,"{'positivity': 0.5, 'negativity': 0.0, 'objectivity': 3.5}",6.0
Mevsim Apart - Akyaka Apart,pro walk distance beach fact apartment side street provide silence night migros şok away apartment double air condition hot cold water set sufficient balcony large spacious comfortable enough people stay fly problem window close fly screen con get breakfast include not expect much breakfast include cold bread bread pogaca leaf end staff call meter away ask room number way learn everyone stay soup water include breakfast not expect much breakfast apartment dish soap kitchen hand soap shampoo bathroom request say not provide apartment anyway solution offer encounter employee apartment immediately turn head continue work difficult hear good morning welcome good evening internet gravitational force weak upper floor obvious owner apartment murat enjoy job difficult express employee,0.8885,positive,"{'positivity': 4.75, 'negativity': 8.25, 'objectivity': 98.0}",8.0
Mevsim Apart - Akyaka Apart,weve last two people girl son age two old male cousin lot fun location apartment nice fully meet expectation advise,0.7269,positive,"{'positivity': 0.375, 'negativity': 0.0, 'objectivity': 18.625}",7.0
Mevsim Apart - Akyaka Apart,peaceful quiet apartment facility available room close beach within walk distance perfect location need fingertip,0.7845,positive,"{'positivity': 0.75, 'negativity': 0.125, 'objectivity': 14.125}",5.0
Mevsim Apart - Akyaka Apart,environment feel comfortable like home,0.7003,positive,"{'positivity': 0.25, 'negativity': 0.75, 'objectivity': 4.0}",4.0
Mevsim Apart - Akyaka Apart,nice place stay beautiful location,0.7717,positive,"{'positivity': 0.75, 'negativity': 0.0, 'objectivity': 4.25}",6.0
Akyaka Zeytin Apart,say apartment clean quiet balcony close azmak river love say kindness hospitality action lady thank choose apartment,0.9081,positive,"{'positivity': 1.75, 'negativity': 0.375, 'objectivity': 13.875}",9.0
Akyaka Zeytin Apart,action lady sugar elegant person like location kind apart exquisite akyaka heart sea restaurant restaurant azmak enough walk minute place stay friend enjoyed room could big situation hang location everything thank,0.9517,positive,"{'positivity': 2.25, 'negativity': 0.375, 'objectivity': 24.375}",15.0
Akyaka Zeytin Apart,heart bazaar away noise boutique silver jeweler boutique silver jeweler eat drink place important feature clean wellkept congratulate concern disadvantage create small inconvenience recommend comfortable comfortable good holiday,0.9531,positive,"{'positivity': 1.75, 'negativity': 3.375, 'objectivity': 21.875}",11.0
Akyaka Zeytin Apart,owner room incredibly clean people akyaka stay decent affordable apart,0.4576,positive,"{'positivity': 1.375, 'negativity': 0.5, 'objectivity': 7.125}",4.0
Akyaka Zeytin Apart,immaculate clean business go stay peace mind,0.7351,positive,"{'positivity': 0.75, 'negativity': 0.0, 'objectivity': 6.25}",4.0
Akyaka Zeytin Apart,host kind welcome great time zeytin apart strongly recommend everyone want feel like home,0.9509,positive,"{'positivity': 1.125, 'negativity': 0.375, 'objectivity': 10.5}",12.0
Akyaka Zeytin Apart,apartment clean quiet balcony say close azmak river favorite part would also like thank eylem kindness hospitality apartment choose,0.9136,positive,"{'positivity': 1.375, 'negativity': 0.375, 'objectivity': 14.25}",10.0
Akyaka Zeytin Apart,eylem sweet elegant person love much caring polite location apartment wonderful heart akyaka walk sea restaurant azmak everywhere stay friend enjoy much room could big location big deal thank everything,0.9779,positive,"{'positivity': 4.5, 'negativity': 1.125, 'objectivity': 19.375}",22.0
Akyaka Zeytin Apart,heart bazaar somehow away noise everything boutique silver jeweler eat drink place nearby important feature clean well maintain congratulate involve downside little small enough cause problem recommend comfortable nice holiday,0.9371,positive,"{'positivity': 1.125, 'negativity': 1.875, 'objectivity': 26.0}",9.0
Akyaka Zeytin Apart,owner room incredibly clean nice people decent affordable apartment stay akyaka,0.7245,positive,"{'positivity': 0.875, 'negativity': 0.5, 'objectivity': 8.625}",7.0
Elçin Kız Öğrenci Apartı,clean safe family private girl apartment walk distance classroom walk distance adjacent university recommend everyone,0.7964,positive,"{'positivity': 0.875, 'negativity': 0.25, 'objectivity': 12.875}",5.0
Elçin Kız Öğrenci Apartı,adjacent university walk distance faculty location beautiful clean safe girl student family thank service provide owner girl student apartment owner mehmet bey hale hanım recommend girl student family,0.926,positive,"{'positivity': 1.5, 'negativity': 0.125, 'objectivity': 24.375}",10.0
Elçin Kız Öğrenci Apartı,safe clean girl student apartment girl student find location location super recommend,0.9001,positive,"{'positivity': 1.25, 'negativity': 0.125, 'objectivity': 10.625}",8.0
Elçin Kız Öğrenci Apartı,security cleanliness proximity faculty super girl family trust blindfold apart elçin stay without problem last continue elçin,0.897,positive,"{'positivity': 1.5, 'negativity': 0.75, 'objectivity': 11.75}",2.0
Elçin Kız Öğrenci Apartı,look peaceful place security place sleep peacefully without leave eye behind,0.8461,positive,"{'positivity': 1.125, 'negativity': 0.125, 'objectivity': 8.75}",3.0
Elçin Kız Öğrenci Apartı,super,0.5994,positive,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 1.0}",3.0
Elçin Kız Öğrenci Apartı,clean safe special girl apartment family walk distance classroom next university recommend everyone,0.8689,positive,"{'positivity': 0.625, 'negativity': 0.125, 'objectivity': 11.25}",5.0
Elçin Kız Öğrenci Apartı,adjacent university walk distance faculty location nice clean safe unique female student apartment family female student would like thank owner female student apartment mehmet hale service provide recommend family female student,0.9313,positive,"{'positivity': 1.25, 'negativity': 0.125, 'objectivity': 27.625}",12.0
Elçin Kız Öğrenci Apartı,safe clean female student apartment unique location female student highly recommend,0.8122,positive,"{'positivity': 1.625, 'negativity': 0.125, 'objectivity': 9.25}",5.0
Elçin Kız Öğrenci Apartı,apartment ambassador whose security cleanliness closeness faculty trust blindly girl family stay without problem continue help last,0.6908,positive,"{'positivity': 2.25, 'negativity': 1.375, 'objectivity': 11.375}",1.0
İNCİLİ PANSİYON-OTEL-APART,find wife contact friendly room completely clean soon open door hygienic atmosphere hit face price suitable apartment region park car easy region walk beach walk beach say great advantage center bazaar say satisfied wife satisfy next holiday choice definitely incili apart thank,0.9796,positive,"{'positivity': 5.75, 'negativity': 0.375, 'objectivity': 34.875}",16.0
İNCİLİ PANSİYON-OTEL-APART,business owner real tradesman polite clean place still say customer first stay night go akyaka definitely not look another place thank interest,0.872,positive,"{'positivity': 0.875, 'negativity': 0.75, 'objectivity': 19.375}",7.0
İNCİLİ PANSİYON-OTEL-APART,visit many pension guest night holiday say place cleanest welcome fragrance owner friendly lady place prefer thank,0.886,positive,"{'positivity': 2.375, 'negativity': 0.625, 'objectivity': 14.0}",6.0
İNCİLİ PANSİYON-OTEL-APART,everything nice not think could hygienic come owner business duygu fırat interested thank,0.7906,positive,"{'positivity': 0.875, 'negativity': 0.625, 'objectivity': 7.5}",7.0
İNCİLİ PANSİYON-OTEL-APART,pension run young couple clean friendly friendly couple try help issue thank interest go stay location place stay entrance akyaka place close azmak expensive park problem street narrow pay parking lot calm,0.9382,positive,"{'positivity': 1.75, 'negativity': 1.0, 'objectivity': 27.25}",10.0
İNCİLİ PANSİYON-OTEL-APART,find wife find contact care friendly room completely clean soon open door hygienic atmosphere hit face price affordable compare apartment region park car easy area walk beach say great advantage center bazaar wife please next holiday definitely incili apartment thank,0.979,positive,"{'positivity': 5.75, 'negativity': 0.625, 'objectivity': 32.625}",17.0
İNCİLİ PANSİYON-OTEL-APART,owner real tradesman polite clean still place put customer first stay one night go akkaya definitely look another place thank attention,0.7845,positive,"{'positivity': 0.75, 'negativity': 0.125, 'objectivity': 19.125}",6.0
İNCİLİ PANSİYON-OTEL-APART,visited hostel stay one night holiday say clean place welcome sweet smell manager also friendly lady would place would choose thank,0.9442,positive,"{'positivity': 0.5, 'negativity': 0.0, 'objectivity': 18.5}",10.0
İNCİLİ PANSİYON-OTEL-APART,everything beautiful come not think would hygienic owner business duygu fırat attentive thank everything,0.7506,positive,"{'positivity': 1.75, 'negativity': 0.625, 'objectivity': 6.625}",5.0
İNCİLİ PANSİYON-OTEL-APART,hostel run young couple clean smile friendly couple try help everything thank interest go place stay locate entrance akyaka place close river expensive parking problem street narrow pay parking lot place quieter,0.91,positive,"{'positivity': 1.375, 'negativity': 1.625, 'objectivity': 27.0}",8.0
Yatu Apart Otel,great breakfast,0.6249,positive,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 2.0}",3.0
Yatu Apart Otel,must try,0.0,neutral,"{'positivity': 0.375, 'negativity': 0.0, 'objectivity': 1.625}",0.0
Yatu Apart Otel,clean,0.4019,positive,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 1.0}",2.0
Yatu Apart Otel,home muğla,0.0,neutral,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 1.0}",0.0
Yatu Apart Otel,breakfast great,0.6249,positive,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 2.0}",3.0
Yatu Apart Otel,must try,0.0,neutral,"{'positivity': 0.375, 'negativity': 0.0, 'objectivity': 1.625}",0.0
Yatu Apart Otel,clean,0.4019,positive,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 1.0}",2.0
Yatu Apart Otel,house muğla,0.0,neutral,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 1.0}",0.0
belgin pansiyon,want go akyaka long way unfortunately stay late look review place stay go belgin apart ahmet bey interested late hour leave road stay air condition room room toilet clean fall way sure go price affordable thank belgin apart,0.7845,positive,"{'positivity': 1.875, 'negativity': 2.0, 'objectivity': 30.125}",8.0
belgin pansiyon,go stay night room useful clean sheet sparkle shortcoming holidaymaker think student transportation provide deviated situation owner business ahmet bey choice next visit,0.8126,positive,"{'positivity': 0.375, 'negativity': 0.5, 'objectivity': 21.125}",7.0
belgin pansiyon,excellent place stay price muğla especially owner ahmet bey bathroom toilet know place stay next vacation,0.5719,positive,"{'positivity': 1.625, 'negativity': 0.0, 'objectivity': 12.375}",3.0
belgin pansiyon,location distance school take exam distance school take exam know make apartment middle field make apartment middle field hospital around hospital police force food discourse think say another place room normal clean bad enough price affordable go stay definitely,0.2263,positive,"{'positivity': 2.5, 'negativity': 1.0, 'objectivity': 35.5}",1.0
belgin pansiyon,really clean room inside hotel outside hotel separate beautiful day stay go pension help go pension look review pension others bad look score,0.7264,positive,"{'positivity': 2.125, 'negativity': 1.0, 'objectivity': 18.875}",4.0
belgin pansiyon,far away bus station,0.0,neutral,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 4.0}",0.0
belgin pansiyon,want go akyaka long way unfortunately stay late go belgin apartment base review place stay ahmet attentive leave strand even late stay air condition room room toilet clean ever across sure go price affordable thank belgin apart,0.6369,positive,"{'positivity': 1.5, 'negativity': 2.0, 'objectivity': 29.5}",6.0
belgin pansiyon,go one night stay room convenient clean sheet sparkle course shortcoming design student holidaymaker location little way transportation possible case owner business ahmet interested helpful choice next visit,0.875,positive,"{'positivity': 1.375, 'negativity': 1.0, 'objectivity': 24.625}",9.0
belgin pansiyon,excellent place stay muğla price bathroom toilet include especially owner ahmet good person help say place stay next holiday,0.9055,positive,"{'positivity': 2.125, 'negativity': 0.0, 'objectivity': 14.875}",8.0
belgin pansiyon,location away school take exam know build apartment middle field develop even though hospital security around imagine not even mention food say another place room normal clean fact not bad enough price affordable go stay definitely,0.8641,positive,"{'positivity': 1.75, 'negativity': 2.875, 'objectivity': 31.375}",1.0
Günışığı Apart,end august decide extend holiday soon saw house akyaka day arrive decide extend holiday soon saw house akyaka nurcan lady husband run friendly helpful people far beach car comfortable like far crowd noisy environment coastline mountain breeze away crowd noisy environment coastline stay watch magnificent sea akyaka peaceful see kitesurfer breakfast immaculate new beautiful duvet cover sheet bring sheet sparkle white kitchen utensil problem wash machine penthouse apartment apartment apart bim shock close affordable grocery store right foot bakery akyaka restaurant expensive tourist attraction exorbitant price application reflect exorbitant price application recommend think come satisfied already think come,0.9861,positive,"{'positivity': 5.625, 'negativity': 5.5, 'objectivity': 79.875}",23.0
Günışığı Apart,enter akyaka muğla easy find street right easy find among storey build build style try bakery cafe pancake sweet marmaris cookie immediate vicinity big supermarket within walk distance beach recommend car away follow seasonal crowd build new externally wooden part accordance local architecture especially balcony pool apartment build manager professional calm lady example tube run half past one evening immediately take new one apartment small box compact bedroom self catering room bathroom balcony double bed sofa bed fold spare bed hot water mini fridge air condition kitchen utensil set top aspirator chair table portable table balcony laundry rack shower cabin toilet bowl iron separate internet apartment affect comfort entrance minor malfunction affect comfort separate reception see entrance apartment day august give cash entering cash enter september enter september enter landed quiet city take seriously vulnerability room specific security gap thief come balcony cat come huh pet want last lighter,0.9337,positive,"{'positivity': 6.0, 'negativity': 3.375, 'objectivity': 134.625}",14.0
Günışığı Apart,akyaka preferable place stay place could find place sacrificial feast stay reason preference owner friendly price affordable room clean scale akyaka garden floor room stay summer insect probably enter room garden location minute walk beach entrance akyaka location may nuisance course price low regret place prefer within scope factor,0.25,positive,"{'positivity': 2.875, 'negativity': 1.125, 'objectivity': 41.0}",4.0
Günışığı Apart,entrance akyaka close center close market walk distance center park problem clean useful balcony perfectly recommend,0.8625,positive,"{'positivity': 0.5, 'negativity': 0.75, 'objectivity': 13.75}",7.0
Günışığı Apart,difficulty access sea difficulty far away day week bring day week opportunity park comfortably good furniture renovate top bottom apartment one best among stayed friendly operator win heart heart akyaka car akyaka car sea difficult without car sea difficult reach slope close,0.9153,positive,"{'positivity': 1.875, 'negativity': 3.0, 'objectivity': 33.125}",17.0
Günışığı Apart,book two day stay end august soon saw akyaka house day arrive decide extend holiday nurcan husband run friendly helpful people comfortable drive little beach like far beach stay away crowd noisy environment coastline watch mountain breeze magnificent akyaka sea peaceful see people kitesurfing breakfast everything clean new beautiful not even need bring duvet cover sheet pure white sparkling also kitchen utensil problem wash machine penthouse flat apartment close affordable market bim şok bakery right next restaurant akyaka expensive anyway exorbitant price practice touristic place yet reflect recommend think come pleased already think come,0.9846,positive,"{'positivity': 5.0, 'negativity': 4.5, 'objectivity': 75.5}",27.0
Günışığı Apart,enter akyaka muğla first street right easy find rank first among storey build build style bakery cafe right nearby try marmaris cooky good sweet large supermarket within walk distance little far beach recommended car thus away season crowd build new externally compatible local architecture wooden part especially balcony not pool build apartment manager professional calm lady example tube run half past even immediately take new one apartment small course compact like box bedroom room kitchen bathroom balcony double bed sofa bed fold spare bed hot water mini refrigerator air condition kitchen utensil piece stave top aspirator four chair table portable table clothes rack balcony shower cabin toilet iron apartment separate internet also minor malfunction affect comfort much separate entrance see reception pay per day august cash check september enter drop quiet city even take security vulnerability specific room seriously wondering thief would balcony cat come oh way pet want finally light,0.8919,positive,"{'positivity': 5.75, 'negativity': 2.875, 'objectivity': 136.375}",13.0
Günışığı Apart,preferable place akyaka stay eid aladha could find place reason choose owner friendly price affordable room clean akyaka scale reason room stay garden floor summer insect probably enter room garden akyaka location may problem term location approximately walk distance beach entrance city course low price also factor preferable place context regret,-0.1779,negative,"{'positivity': 2.75, 'negativity': 2.0, 'objectivity': 40.25}",2.0
Günışığı Apart,entrance akyaka close market center within walk distance parking problem apartment clean convenient balcony perfect recommend,0.7351,positive,"{'positivity': 0.625, 'negativity': 1.0, 'objectivity': 13.375}",5.0
Günışığı Apart,problem difficult access sea due distance easy park every day week apartment completely renovate top bottom one best stayed also win heart friendly manager akyaka course car good choice without car sea difficult reach steep hill,0.9096,positive,"{'positivity': 2.875, 'negativity': 2.625, 'objectivity': 28.5}",12.0
Akasya Apart Otel (Akyaka),preferred stay day holiday stayed room one person enough clean mother meticulous person like like thank interest savaş bey next holiday place preference,0.9485,positive,"{'positivity': 2.25, 'negativity': 0.0, 'objectivity': 19.75}",9.0
Akasya Apart Otel (Akyaka),say akasya apart hotel beautiful district muğla akyaka indispensable place holiday stay akasya apart hotel smile understanding hotel operator savaş bey family employee show interest hotel friendly understanding interest family make extremely happy spend nice comfort holiday home usual place akasya apart hotel spend nice comfort holiday term cleanliness believe heart prefer akasya apart hotel within minute walk bakery drink tea samovar breakfast warm bread bake leave happily absolutely sure choose place next holiday absolutely sure choose place want breathe noise health worker city lush beauty pine tree experience peace unique scent sea deep blue visuality sea immaculate beach beautiful place see place say akasya apart hotel thank akasya apart family service,0.9961,positive,"{'positivity': 14.0, 'negativity': 3.0, 'objectivity': 85.0}",33.0
Akasya Apart Otel (Akyaka),first must say sincere friendly business go recommendation please go accommodation make good friend felt home room kitchen bathroom everywhere clean tidy interest good selahattin brother wife wonderful people go muğla choice akasya apart recommend everyone,0.9801,positive,"{'positivity': 5.875, 'negativity': 0.125, 'objectivity': 26.0}",21.0
Akasya Apart Otel (Akyaka),akyaka stay blindfold apartment cleanliness comfort look home enter room cleanliness daily life necessary item consider ready find entrance beautiful akyaykaya locate entrance apartment easily reach place foot stay two night apart go akyaka preference recommend peace mind recommend,0.9578,positive,"{'positivity': 3.875, 'negativity': 1.125, 'objectivity': 31.0}",12.0
Akasya Apart Otel (Akyaka),nice apartment quiet location clean room cleanliness clean room interest staff good thank operator thank war interest good,0.959,positive,"{'positivity': 1.375, 'negativity': 0.0, 'objectivity': 16.625}",17.0
Akasya Apart Otel (Akyaka),extremely clean friendly staff peaceful environment feel like home,0.9036,positive,"{'positivity': 1.25, 'negativity': 0.0, 'objectivity': 7.75}",8.0
Akasya Apart Otel (Akyaka),chose day stay holiday stayed room people quite sufficient everything spotless mother bit meticulous like everyone like would like thank savaş interest concern first choice next holiday destination,0.9468,positive,"{'positivity': 2.0, 'negativity': 1.5, 'objectivity': 20.5}",11.0
Akasya Apart Otel (Akyaka),say akasya apart hotel beautiful district muğla akyaka indispensable place vacation stay akasya apart hotel hotel operator savaş bey extremely happy smile understanding interest show employee family spend nice comfort holiday home usual place akasya apart hotel spend nice comfort holiday term cleanliness give point term cleanliness give point term interest understand smile important experienced hotel within walk distance sea hotel within walk distance sea hotel market close shock bim within walk distance famous wood fire akyaka believe heart prefer akasya apart hotel within minute walk bakery drink tea samovar breakfast warm bread bake leave happily absolutely sure choose place next holiday absolutely sure choose place want breathe noise health worker city lush beauty pine tree experience peace unique scent sea deep blue visuality sea immaculate beach beautiful place see place say akasya apart hotel thank akasya apart family service,0.9952,positive,"{'positivity': 15.5, 'negativity': 3.75, 'objectivity': 108.75}",33.0
Akasya Apart Otel (Akyaka),first must say sincere friendly business go base recommendation pleased go accommodation make great friend felt home room kitchen bathroom everywhere clean tidy interest good brother selahattin wife wonderful people every time go muğla choice akasya apart recommend everyone,0.9833,positive,"{'positivity': 5.375, 'negativity': 0.125, 'objectivity': 29.5}",23.0
Akasya Apart Otel (Akyaka),apartment akyaka stay blindfold cleanliness comfort good home enter room nice clean item necessary daily life think ready easily reach anywhere walk apartment locate entrance akyaykaya apartment stay two night first choice go akyaka recommend peace mind,0.9633,positive,"{'positivity': 1.625, 'negativity': 1.0, 'objectivity': 31.375}",15.0
Gülemce Apart & Villas,enter research stay akyaka gülemce apart suggestion attract attention familyrun business welcome ground warm sincere ismail bey make sightsee route thank family love travel holiday full thank family love travel like fact room enter shoe outside clean need utensil everything enough thank gülemce family voluntary guidance warm sincerity say want holiday akyaka say go see without think,0.988,positive,"{'positivity': 4.625, 'negativity': 0.375, 'objectivity': 44.0}",26.0
